freq,int_rt,geo\TIME_PERIOD	1970-Q1 	1970-Q2 	1970-Q3 	1970-Q4 	1971-Q1 	1971-Q2 	1971-Q3 	1971-Q4 	1972-Q1 	1972-Q2 	1972-Q3 	1972-Q4 	1973-Q1 	1973-Q2 	1973-Q3 	1973-Q4 	1974-Q1 	1974-Q2 	1974-Q3 	1974-Q4 	1975-Q1 	1975-Q2 	1975-Q3 	1975-Q4 	1976-Q1 	1976-Q2 	1976-Q3 	1976-Q4 	1977-Q1 	1977-Q2 	1977-Q3 	1977-Q4 	1978-Q1 	1978-Q2 	1978-Q3 	1978-Q4 	1979-Q1 	1979-Q2 	1979-Q3 	1979-Q4 	1980-Q1 	1980-Q2 	1980-Q3 	1980-Q4 	1981-Q1 	1981-Q2 	1981-Q3 	1981-Q4 	1982-Q1 	1982-Q2 	1982-Q3 	1982-Q4 	1983-Q1 	1983-Q2 	1983-Q3 	1983-Q4 	1984-Q1 	1984-Q2 	1984-Q3 	1984-Q4 	1985-Q1 	1985-Q2 	1985-Q3 	1985-Q4 	1986-Q1 	1986-Q2 	1986-Q3 	1986-Q4 	1987-Q1 	1987-Q2 	1987-Q3 	1987-Q4 	1988-Q1 	1988-Q2 	1988-Q3 	1988-Q4 	1989-Q1 	1989-Q2 	1989-Q3 	1989-Q4 	1990-Q1 	1990-Q2 	1990-Q3 	1990-Q4 	1991-Q1 	1991-Q2 	1991-Q3 	1991-Q4 	1992-Q1 	1992-Q2 	1992-Q3 	1992-Q4 	1993-Q1 	1993-Q2 	1993-Q3 	1993-Q4 	1994-Q1 	1994-Q2 	1994-Q3 	1994-Q4 	1995-Q1 	1995-Q2 	1995-Q3 	1995-Q4 	1996-Q1 	1996-Q2 	1996-Q3 	1996-Q4 	1997-Q1 	1997-Q2 	1997-Q3 	1997-Q4 	1998-Q1 	1998-Q2 	1998-Q3 	1998-Q4 	1999-Q1 	1999-Q2 	1999-Q3 	1999-Q4 	2000-Q1 	2000-Q2 	2000-Q3 	2000-Q4 	2001-Q1 	2001-Q2 	2001-Q3 	2001-Q4 	2002-Q1 	2002-Q2 	2002-Q3 	2002-Q4 	2003-Q1 	2003-Q2 	2003-Q3 	2003-Q4 	2004-Q1 	2004-Q2 	2004-Q3 	2004-Q4 	2005-Q1 	2005-Q2 	2005-Q3 	2005-Q4 	2006-Q1 	2006-Q2 	2006-Q3 	2006-Q4 	2007-Q1 	2007-Q2 	2007-Q3 	2007-Q4 	2008-Q1 	2008-Q2 	2008-Q3 	2008-Q4 	2009-Q1 	2009-Q2 	2009-Q3 	2009-Q4 	2010-Q1 	2010-Q2 	2010-Q3 	2010-Q4 	2011-Q1 	2011-Q2 	2011-Q3 	2011-Q4 	2012-Q1 	2012-Q2 	2012-Q3 	2012-Q4 	2013-Q1 	2013-Q2 	2013-Q3 	2013-Q4 	2014-Q1 	2014-Q2 	2014-Q3 	2014-Q4 	2015-Q1 	2015-Q2 	2015-Q3 	2015-Q4 	2016-Q1 	2016-Q2 	2016-Q3 	2016-Q4 	2017-Q1 	2017-Q2 	2017-Q3 	2017-Q4 	2018-Q1 	2018-Q2 	2018-Q3 	2018-Q4 	2019-Q1 	2019-Q2 	2019-Q3 	2019-Q4 	2020-Q1 	2020-Q2 	2020-Q3 	2020-Q4 	2021-Q1 	2021-Q2 	2021-Q3 	2021-Q4 	2022-Q1 	2022-Q2 	2022-Q3 	2022-Q4 	2023-Q1 	2023-Q2 	2023-Q3 	2023-Q4 	2024-Q1 	2024-Q2 	2024-Q3 	2024-Q4 	2025-Q1 	2025-Q2 	2025-Q3 
Q,IRT_M3,UK	9.24567 	8.17813 	7.56272 	7.27022 	7.62656 	6.56341 	5.85989 	4.78239 	5.01440 	5.77209 	7.86663 	8.54380 	10.22011 	8.94341 	13.12533 	14.72022 	15.56433 	13.28802 	12.59239 	12.30728 	10.87544 	9.85758 	10.53913 	11.14554 	8.95989 	10.85253 	11.52685 	14.85717 	10.94600 	7.96978 	6.77000 	6.34424 	6.77711 	9.30451 	9.67989 	11.98717 	12.57289 	12.52209 	14.23076 	16.24315 	18.21044 	17.10615 	16.23652 	15.45891 	13.01233 	12.55275 	15.19185 	15.79043 	14.07378 	13.41692 	11.15565 	10.23685 	11.25944 	10.08615 	9.81500 	9.35054 	9.20912 	9.43088 	11.25576 	10.11696 	13.00633 b	12.59396 b	11.69837 b	11.62391 b	12.45540 	10.22840 	10.04260 	11.27270 	10.66210 	9.21690 	9.83500 	8.98410 	9.02570 	8.47360 	11.41600 	12.51370 	13.09640 	13.53530 	13.97450 	15.12430 	15.22330 	15.15610 	14.98610 	13.87770 	13.27930 	11.63530 	10.81110 	10.61100 	10.61020 	10.27400 	10.21410 	7.63010 	6.40640 	6.00600 	5.95920 	5.59480 	5.30960 	5.23410 	5.54200 	6.17870 	6.72000 	6.74310 	6.85010 	6.69840 	6.28280 	6.04980 	5.84000 	6.27340 	6.33910 	6.54860 	7.19090 	7.56400 	7.56600 	7.58050 	7.66860 	6.87740 	5.62060 	5.29510 	5.27720 	5.98490 	6.20170 	6.27540 	6.20560 	6.06990 	5.71860 	5.30220 	5.00160 	4.16420 	4.07610 	4.16760 	4.01300 	3.98430 	3.80380 	3.63940 	3.56930 	3.93200 	4.17500 	4.57170 	4.92230 	4.88470 	4.91970 	4.89210 	4.61550 	4.61470 	4.59130 	4.69070 	4.90220 	5.21510 	5.53210 	5.76560 	6.35560 	6.34470 	5.73140 	5.89100 	5.83730 	4.59040 	2.08810 	1.37810 	0.79690 	0.59520 	0.63080 	0.69530 	0.73260 	0.74210 	0.79340 	0.82320 	0.86870 	1.01510 	1.06560 	0.99130 	0.72540 	0.52940 	0.50980 	0.50630 	0.51290 	0.52140 	0.52130 	0.53290 	0.56000 	0.55760 	0.56350 	0.56990 	0.58430 	0.57870 	0.58960 	0.58400 	0.43190 	0.38990 	0.35450 	0.31190 	0.29430 	0.47100 	0.56420 	0.67900 	0.78360 	0.85890 	0.87940 	0.80390 	0.76910 	0.78920 	0.66960 	0.38020 	0.07610 	0.04300 	0.05620 	0.08310 	0.07220 	0.14830 	0.79160 	1.34470 	2.32480 	3.55920 	4.18650 	4.80010 	5.51270 	5.36720 	5.32270 	: 	: 	: 	: 	: 	: 
Q,IRT_M3,US	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.92830 	6.99760 	6.29470 	6.15210 	6.38620 	7.15700 	7.22380 	7.98240 	6.96800 	7.49640 	8.40670 	9.01610 	9.81350 	9.76660 	8.92190 	8.62200 	8.40330 	8.46230 	8.16580 	8.09420 	6.88790 	6.16230 	5.85190 	5.06930 	4.24980 	4.04140 	3.41740 	3.62050 	3.27360 	3.27190 	3.25530 	3.41750 	3.58220 	4.48340 	4.97010 	5.96750 	6.29230 	6.11930 	5.88850 	5.85890 	5.40620 	5.51770 	5.59480 	5.53420 	5.57230 	5.81470 	5.73170 	5.83680 	5.65790 	5.68920 	5.62200 	5.27460 	5.00240 	5.07140 	5.44150 	6.13670 	6.11580 	6.63720 	6.69910 	6.69870 	5.33640 	4.16980 	3.46360 	2.15670 	1.90120 	1.91810 	1.81050 	1.55400 	1.33300 	1.23470 	1.12860 	1.16670 	1.12110 	1.30930 	1.75410 	2.29610 	2.83970 	3.28690 	3.77500 	4.33470 	4.76540 	5.22360 	5.43300 	5.36890 	5.35540 	5.35800 	5.44390 	5.03350 	3.28860 	2.75240 	2.90810 	2.77100 	1.24040 	0.84040 	0.41380 	0.26830 	0.25690 	0.43860 	0.38850 	0.29280 	0.30790 	0.26220 	0.29850 	0.47790 	0.51350 	0.46630 	0.42510 	0.31760 	0.29200 	0.27500 	0.26160 	0.24130 	0.23590 	0.22820 	0.23430 	0.23620 	0.26050 	0.27950 	0.31360 	0.40720 	0.62480 	0.64320 	0.78680 	0.91980 	1.07080 	1.20550 	1.31500 	1.45910 	1.92510 	2.33830 	2.33700 	2.62260 	2.68710 	2.50670 	2.19760 	1.93180 	1.52910 	0.59200 	0.25270 	0.22550 	0.20100 	0.15640 	0.12600 	0.16540 	0.52010 	1.51810 	3.00920 	4.51530 	4.91790 	5.38920 	5.62990 	5.64240 	5.58070 	5.59110 	5.34720 	: 	: 	: 	: 
Q,IRT_M6,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	6.80 	: m	: m	: m	: m	: m	: m	5.20 	6.47 	: m	: m	: m	5.25 	6.15 	: m	5.96 	3.35 	6.25 	4.92 	: m	4.55 	: m	4.27 	4.08 	3.98 	: m	3.48 	: m	3.10 	: m	2.60 	: m	3.70 	: m	: m	: m	: m	: m	6.70 	6.86 	7.14 	7.59 	8.20 	7.84 	7.40 	6.77 	6.09 	5.83 	5.68 	5.36 	5.28 	5.18 	5.08 	5.00 	4.87 	4.28 	3.66 	2.81 	2.34 	2.03 	1.90 	1.71 	1.59 	1.53 	1.47 	1.28 	1.18 	1.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,CZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10.87 	10.52 	11.35 	11.09 	10.79 	11.76 	12.70 	12.58 	12.10 	16.89 	15.30 	16.38 	16.25 	15.71 	13.91 	11.11 	7.99 	6.99 	6.64 	5.92 	5.53 	5.38 	5.44 	5.55 	5.25 	5.06 	5.55 	4.95 	4.39 	3.97 	3.14 	2.71 	2.47 	2.38 	2.15 	2.11 	2.13 	2.30 	2.76 	2.74 	2.31 	1.86 	1.81 	2.24 	2.15 	2.24 	2.55 	2.75 	2.66 	2.91 	3.46 	3.85 	4.07 	4.24 	3.95 	4.20 	2.85 	2.48 	2.20 	2.03 	1.74 	1.58 	1.52 	1.56 	1.56 	1.56 	1.51 	1.49 	1.49 	1.51 	1.20 	0.76 	0.63 	0.60 	0.58 	0.52 	0.46 	0.43 	0.42 	0.41 	0.40 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8.75140 	8.57170 	8.36850 	8.30020 	9.07630 	9.52930 	10.89400 	12.09690 	11.42720 	10.50640 	10.69860 	10.57660 	9.95320 	9.68730 	9.76770 	10.09210 	10.30490 	11.17850 	12.85300 	13.34080 	8.86550 	9.40780 	7.62750 	6.08640 	6.15120 	6.93190 	6.74270 	6.84280 	6.88990 	6.18450 	5.42820 	4.51920 	3.99720 	4.01410 	3.74280 	3.72840 	3.75450 	3.80180 	4.16390 	4.02110 	4.28370 	4.48250 	4.42860 	3.63660 	3.18020 	3.47840 	3.91790 	4.26350 	5.15780 	6.13040 	5.57370 	5.19930 	5.00050 	4.59270 	3.66630 	3.67340 	3.86680 	3.63770 	3.22840 	2.73630 	2.39870 	2.18770 	2.28460 	2.18700 	2.24010 	2.27960 	2.26470 	2.23730 	2.18270 	2.18940 	2.49800 	2.84170 	3.18130 	3.52260 	3.85750 	4.10740 	4.37340 	4.70790 	4.86470 	4.72190 	5.20760 	5.52780 	5.81590 	3.90080 	2.75860 	2.07600 	1.71140 	1.63630 	1.52100 	1.48900 	1.53000 	1.56730 	1.74610 	1.76060 	1.45210 	1.25220 	1.07460 	0.59680 	0.54260 	0.53840 	0.46600 	0.51940 	0.49940 	0.49620 	0.52230 	0.51310 	0.44730 	0.05010 	0.01380 	0.12870 	0.07110 	0.08360 	0.03820 	-0.04060 	-0.02770 	-0.08210 	-0.08710 	-0.12100 	-0.16360 	-0.15170 	-0.13720 	-0.14300 	-0.14830 	-0.14950 	-0.18870 	-0.29260 	-0.25890 	-0.24050 	-0.00190 	-0.07000 	-0.11510 	-0.11290 	-0.10860 	-0.12510 	-0.18820 	-0.15260 	0.23680 	1.30570 	2.55530 	3.27990 	3.76350 	4.06170 	4.10370 	3.97240 	3.84660 	3.49480 	2.84840 	2.53670 	2.16750 	2.13660 
Q,IRT_M6,EA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6.66670 	6.36330 	6.63330 	6.78670 	7.24000 	7.19670 	6.74670 	6.49000 	5.58670 	5.12330 	5.01670 	4.53670 	4.39000 	4.34330 	4.36000 	4.45000 	4.15330 	4.04330 	3.89330 	3.54000 	3.05080 	2.66160 	3.01930 	3.48480 	3.74840 	4.45870 	4.96340 	5.05750 	4.63870 	4.49100 	4.17240 	3.33240 	3.41100 	3.58480 	3.38090 	3.03870 	2.59840 	2.28450 	2.14620 	2.19750 	2.07140 	2.13070 	2.18570 	2.20500 	2.18950 	2.14060 	2.15390 	2.45820 	2.75180 	3.06400 	3.40820 	3.71740 	3.94340 	4.19540 	4.56260 	4.69810 	4.48040 	4.92500 	5.17560 	4.30720 	2.11170 	1.50570 	1.12500 	1.00190 	0.96420 	0.98400 	1.12960 	1.24830 	1.36700 	1.69590 	1.76870 	1.71760 	1.33780 	0.97960 	0.62720 	0.36870 	0.34500 	0.31450 	0.33930 	0.34580 	0.39670 	0.39270 	0.26550 	0.18070 	0.12450 	0.05940 	0.04270 	-0.01180 	-0.10390 	-0.14840 	-0.19200 	-0.21330 	-0.23890 	-0.25500 	-0.27230 	-0.27330 	-0.27350 	-0.26960 	-0.26800 	-0.25460 	-0.23290 	-0.24870 	-0.38140 	-0.34550 	-0.34990 	-0.18710 	-0.41260 	-0.50720 	-0.52140 	-0.51460 	-0.52190 	-0.53550 	-0.47190 	-0.08750 	0.97220 	2.29340 	3.08820 	3.67280 	3.97160 	4.03630 	3.89510 	3.78280 	3.44790 	2.80970 	2.49010 	2.12360 	2.08030 
Q,IRT_M6,HR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.39 	1.82 	1.27 	1.30 	1.39 	1.32 	1.30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,HU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33.75 	35.38 	32.37 	31.00 	26.53 	24.37 	23.70 	23.29 	20.85 	20.86 	19.63 	19.90 	18.74 	17.32 	16.92 	17.83 	15.59 	15.15 	14.73 	14.37 	11.54 	10.72 	10.64 	11.70 	10.84 	10.85 	10.70 	10.15 	8.86 	9.12 	9.88 	9.00 	6.97 	: m	9.74 	9.35 	12.32 	11.39 	: m	: m	7.68 	: m	: m	: m	6.63 	: m	: m	: m	: m	: m	: m	: m	7.68 	: m	: m	11.70 	: m	: m	: m	: m	: m	: m	: m	: m	: m	6.38 	: m	: m	: m	7.84 	: m	: m	5.81 	: m	: m	3.37 	: m	2.93 	3.00 	3.11 	2.60 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,LT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	: m	14.29 	: m	14.26 	21.55 	15.01 	8.82 	8.66 	8.06 	7.81 	6.64 	5.86 	5.05 	4.85 	4.09 	3.65 	3.60 	3.55 	3.14 	2.71 	2.71 	2.75 	2.80 	2.80 	2.80 	2.67 	2.49 	2.40 	2.53 	2.77 	3.09 	3.45 	3.75 	4.02 	4.84 	5.40 	6.58 	5.84 	5.69 	6.16 	8.42 	8.46 	8.58 	8.76 	7.16 	3.43 	2.07 	2.16 	2.04 	1.74 	1.93 	2.09 	2.13 	1.84 	1.61 	1.32 	0.98 	0.66 	0.95 	0.56 	0.48 	0.48 	0.47 	0.38 	0.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5.77 	7.21 	9.14 	7.86 	7.56 	12.62 	11.14 	9.26 	8.87 	10.25 	7.10 	6.03 	5.87 	5.79 	6.57 	6.97 	7.52 	6.99 	5.13 	4.61 	4.53 	4.13 	4.06 	4.00 	4.06 	4.22 	4.32 	4.36 	4.28 	4.41 	3.76 	2.96 	2.81 	3.00 	3.84 	4.31 	4.88 	4.91 	5.84 	9.28 	8.84 	12.15 	8.81 	7.09 	7.17 	12.56 	12.44 	15.67 	16.47 	12.92 	5.01 	2.68 	2.20 	1.50 	1.37 	1.32 	1.38 	1.95 	1.95 	1.44 	1.24 	1.03 	0.77 	0.68 	0.54 	0.44 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	: m	: m	: m	: m	: m	: m	: m	22.28 	22.29 	24.81 	24.69 	24.17 	21.76 	18.11 	15.36 	13.16 	13.06 	14.08 	17.90 	17.84 	18.35 	19.36 	19.75 	18.01 	16.49 	15.03 	12.62 	10.35 	9.67 	8.31 	6.76 	6.16 	5.35 	5.09 	5.67 	5.55 	6.15 	6.98 	6.87 	6.33 	5.37 	4.54 	4.61 	4.27 	4.22 	4.32 	4.34 	4.31 	4.58 	5.08 	5.60 	6.07 	6.59 	6.66 	6.69 	4.91 	4.56 	4.37 	4.32 	4.28 	3.86 	4.00 	4.08 	4.33 	4.59 	4.82 	4.94 	4.99 	5.06 	5.08 	4.55 	3.74 	2.96 	2.72 	2.70 	2.73 	2.73 	2.60 	2.04 	1.87 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
Q,IRT_M6,RO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: m	: m	41.06 	43.19 	53.42 	54.23 	51.57 	51.89 	104.42 	97.32 	43.18 	58.07 	78.38 	56.75 	52.14 	69.96 	77.12 	84.06 	72.09 	61.98 	65.22 	47.71 	42.79 	48.04 	48.71 	45.67 	35.81 	35.16 	34.19 	30.83 	24.76 	20.31 	16.01 	15.74 	17.12 	18.64 	19.05 	19.18 	17.88 	16.51 	12.05 	8.48 	7.44 	5.37 	7.00 	7.84 	8.58 	8.50 	7.10 	7.30 	6.87 	7.66 	9.60 	11.21 	12.11 	16.04 	14.45 	11.83 	9.19 	9.86 	7.46 	6.39 	6.90 	6.71 	6.12 	6.09 	6.15 	6.33 	5.38 	4.89 	5.51 	5.80 	5.54 	4.48 	3.76 	2.93 	2.84 	2.77 	2.28 	1.72 	1.36 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
